sep=,
File............:   - FEB;22.2023
System..........:  
Temperature.....:  -0.4+-0.1C
Time............:  16:13:30-16:15:25
Slewrate........:  150mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Cyclic voltammogram
Lines:   865
Columns: 3
Number,Time/s,Potential/V,Current/A
148,19.5,-1.203,-7.998e-03
149,19.6,-1.183,-7.019e-03
150,19.8,-1.163,-6.100e-03
151,19.9,-1.143,-5.250e-03
152,20.0,-1.123,-4.439e-03
153,20.2,-1.103,-3.678e-03
154,20.3,-1.083,-2.914e-03
155,20.4,-1.063,-2.195e-03
156,20.6,-1.043,-1.489e-03
157,20.7,-1.023,-7.684e-04
158,20.8,-1.003,-1.080e-04
159,21.0,-0.983,6.611e-04
160,21.1,-0.963,1.318e-03
161,21.2,-0.943,1.989e-03
162,21.4,-0.923,2.645e-03
163,21.5,-0.903,3.332e-03
164,21.6,-0.883,4.001e-03
165,21.8,-0.863,4.620e-03
166,21.9,-0.843,5.253e-03
167,22.0,-0.823,5.915e-03
168,22.2,-0.803,6.528e-03
169,22.3,-0.783,7.105e-03
170,22.4,-0.763,7.636e-03
171,22.6,-0.743,8.131e-03
172,22.7,-0.723,8.564e-03
173,22.8,-0.703,8.958e-03
174,23.0,-0.683,9.321e-03
175,23.1,-0.663,9.554e-03
176,23.2,-0.643,9.792e-03
177,23.4,-0.623,1.001e-02
178,23.5,-0.603,1.017e-02
179,23.6,-0.584,1.027e-02
180,23.8,-0.564,1.034e-02
181,23.9,-0.544,1.039e-02
182,24.0,-0.524,1.042e-02
183,24.2,-0.504,1.039e-02
184,24.3,-0.484,1.041e-02
185,24.4,-0.464,1.049e-02
186,24.6,-0.444,1.051e-02
187,24.7,-0.424,1.054e-02
188,24.8,-0.404,1.064e-02
189,25.0,-0.384,1.073e-02
190,25.1,-0.364,1.087e-02
191,25.2,-0.344,1.107e-02
192,25.4,-0.324,1.125e-02
193,25.5,-0.304,1.146e-02
194,25.6,-0.284,1.171e-02
195,25.8,-0.264,1.194e-02
196,25.9,-0.244,1.226e-02
197,26.0,-0.224,1.263e-02
198,26.2,-0.204,1.303e-02
199,26.3,-0.184,1.356e-02
200,26.4,-0.164,1.424e-02
201,26.6,-0.144,1.498e-02
202,26.7,-0.124,1.570e-02
203,26.8,-0.104,1.635e-02
204,27.0,-0.084,1.687e-02
205,27.1,-0.064,1.723e-02
206,27.2,-0.044,1.747e-02
207,27.4,-0.024,1.761e-02
208,27.5,-0.004,1.768e-02
209,27.6,0.016,1.764e-02
210,27.8,0.036,1.760e-02
211,27.9,0.056,1.746e-02
212,28.0,0.076,1.734e-02
213,28.2,0.096,1.714e-02
214,28.3,0.116,1.694e-02
215,28.4,0.136,1.671e-02
216,28.6,0.156,1.656e-02
217,28.7,0.176,1.636e-02
218,28.8,0.196,1.622e-02
219,29.0,0.216,1.607e-02
220,29.1,0.236,1.595e-02
221,29.2,0.256,1.587e-02
222,29.4,0.276,1.580e-02
223,29.5,0.296,1.583e-02
224,29.6,0.316,1.588e-02
225,29.8,0.336,1.600e-02
226,29.9,0.356,1.624e-02
227,30.0,0.376,1.659e-02
228,30.2,0.396,1.701e-02
229,30.3,0.416,1.761e-02
230,30.4,0.436,1.843e-02
231,30.6,0.456,1.930e-02
232,30.7,0.476,2.026e-02
233,30.8,0.494,2.136e-02
234,31.0,0.485,1.747e-02
235,31.1,0.465,1.348e-02
236,31.2,0.445,1.052e-02
237,31.4,0.425,8.241e-03
238,31.5,0.405,6.521e-03
239,31.6,0.385,5.163e-03
240,31.8,0.365,4.120e-03
241,31.9,0.345,3.263e-03
242,32.0,0.325,2.582e-03
243,32.2,0.305,1.974e-03
244,32.3,0.285,1.483e-03
245,32.4,0.265,1.039e-03
246,32.6,0.245,6.304e-04
247,32.7,0.225,3.431e-04
248,32.8,0.205,3.055e-05
249,33.0,0.185,-2.021e-04
250,33.1,0.165,-5.299e-04
251,33.2,0.145,-7.721e-04
252,33.4,0.125,-1.004e-03
253,33.5,0.105,-1.265e-03
254,33.6,0.085,-1.541e-03
255,33.8,0.065,-1.728e-03
256,33.9,0.045,-1.998e-03
257,34.0,0.025,-2.178e-03
258,34.2,0.005,-2.400e-03
259,34.3,-0.015,-2.628e-03
260,34.4,-0.035,-2.846e-03
261,34.6,-0.055,-3.056e-03
262,34.7,-0.075,-3.269e-03
263,34.8,-0.095,-3.476e-03
264,35.0,-0.115,-3.728e-03
265,35.1,-0.135,-3.964e-03
266,35.2,-0.155,-4.186e-03
267,35.4,-0.175,-4.477e-03
268,35.5,-0.195,-4.841e-03
269,35.6,-0.215,-5.223e-03
270,35.8,-0.235,-5.753e-03
271,35.9,-0.255,-6.442e-03
272,36.0,-0.275,-7.231e-03
273,36.2,-0.295,-7.897e-03
274,36.3,-0.315,-8.280e-03
275,36.4,-0.335,-8.514e-03
276,36.6,-0.355,-8.787e-03
277,36.7,-0.375,-9.185e-03
278,36.8,-0.395,-9.592e-03
279,37.0,-0.415,-1.010e-02
280,37.1,-0.435,-1.069e-02
281,37.2,-0.454,-1.131e-02
282,37.4,-0.474,-1.196e-02
283,37.5,-0.494,-1.268e-02
284,37.6,-0.514,-1.337e-02
285,37.8,-0.534,-1.414e-02
286,37.9,-0.554,-1.490e-02
287,38.0,-0.574,-1.568e-02
288,38.2,-0.594,-1.643e-02
289,38.3,-0.614,-1.729e-02
290,38.4,-0.634,-1.812e-02
291,38.6,-0.654,-1.897e-02
292,38.7,-0.674,-1.984e-02
293,38.8,-0.694,-2.069e-02
294,39.0,-0.714,-2.160e-02
295,39.1,-0.734,-2.256e-02
296,39.2,-0.754,-2.359e-02
297,39.4,-0.774,-2.458e-02
298,39.5,-0.794,-2.573e-02
299,39.6,-0.814,-2.693e-02
300,39.8,-0.834,-2.817e-02
301,39.9,-0.854,-2.951e-02
302,40.0,-0.874,-3.106e-02
303,40.2,-0.894,-3.271e-02
304,40.3,-0.914,-3.451e-02
305,40.4,-0.934,-3.642e-02
306,40.6,-0.954,-3.844e-02
307,40.7,-0.974,-4.045e-02
308,40.8,-0.994,-4.252e-02
309,41.0,-1.014,-4.447e-02
310,41.1,-1.034,-4.634e-02
311,41.2,-1.054,-4.802e-02
312,41.4,-1.074,-4.954e-02
313,41.5,-1.094,-5.078e-02
314,41.6,-1.114,-5.169e-02
315,41.8,-1.134,-5.236e-02
316,41.9,-1.154,-5.257e-02
317,42.0,-1.174,-5.257e-02
318,42.2,-1.194,-5.242e-02
319,42.3,-1.214,-5.229e-02
320,42.4,-1.234,-5.225e-02
321,42.6,-1.254,-5.229e-02
322,42.7,-1.274,-5.242e-02
323,42.8,-1.294,-5.263e-02
324,43.0,-1.314,-5.295e-02
325,43.1,-1.334,-5.334e-02
326,43.2,-1.354,-5.391e-02
327,43.4,-1.374,-5.445e-02
328,43.5,-1.394,-5.516e-02
329,43.6,-1.414,-5.592e-02
330,43.8,-1.433,-5.667e-02
331,43.9,-1.453,-5.754e-02
332,44.0,-1.473,-5.851e-02
333,44.2,-1.493,-5.954e-02
334,44.3,-1.487,-5.321e-02
335,44.4,-1.467,-4.510e-02
336,44.6,-1.447,-3.844e-02
337,44.7,-1.427,-3.288e-02
338,44.8,-1.407,-2.819e-02
339,45.0,-1.387,-2.427e-02
340,45.1,-1.367,-2.094e-02
341,45.2,-1.347,-1.809e-02
342,45.4,-1.327,-1.565e-02
343,45.5,-1.307,-1.354e-02
344,45.6,-1.287,-1.169e-02
345,45.8,-1.267,-1.010e-02
346,45.9,-1.247,-8.635e-03
347,46.0,-1.227,-7.321e-03
348,46.2,-1.207,-6.181e-03
349,46.3,-1.187,-5.077e-03
350,46.4,-1.167,-4.076e-03
351,46.6,-1.147,-3.070e-03
352,46.7,-1.127,-2.217e-03
353,46.8,-1.107,-1.424e-03
354,47.0,-1.087,-5.734e-04
355,47.1,-1.067,1.756e-04
356,47.2,-1.047,9.325e-04
357,47.4,-1.027,1.659e-03
358,47.5,-1.007,2.306e-03
359,47.6,-0.987,3.004e-03
360,47.8,-0.967,3.645e-03
361,47.9,-0.947,4.272e-03
362,48.0,-0.927,4.982e-03
363,48.2,-0.907,5.637e-03
364,48.3,-0.887,6.298e-03
365,48.4,-0.867,6.921e-03
366,48.6,-0.847,7.602e-03
367,48.7,-0.827,8.146e-03
368,48.8,-0.807,8.745e-03
369,49.0,-0.787,9.352e-03
370,49.1,-0.767,9.840e-03
371,49.2,-0.747,1.035e-02
372,49.4,-0.727,1.081e-02
373,49.5,-0.707,1.121e-02
374,49.6,-0.687,1.155e-02
375,49.8,-0.667,1.189e-02
376,49.9,-0.647,1.214e-02
377,50.0,-0.627,1.234e-02
378,50.2,-0.607,1.246e-02
379,50.3,-0.588,1.259e-02
380,50.4,-0.568,1.269e-02
381,50.5,-0.548,1.274e-02
382,50.7,-0.528,1.280e-02
383,50.8,-0.508,1.280e-02
384,50.9,-0.488,1.279e-02
385,51.1,-0.468,1.277e-02
386,51.2,-0.448,1.285e-02
387,51.3,-0.428,1.277e-02
388,51.5,-0.408,1.283e-02
389,51.6,-0.388,1.288e-02
390,51.7,-0.368,1.299e-02
391,51.9,-0.348,1.306e-02
392,52.0,-0.328,1.319e-02
393,52.1,-0.308,1.333e-02
394,52.3,-0.288,1.354e-02
395,52.4,-0.268,1.371e-02
396,52.5,-0.248,1.396e-02
397,52.7,-0.228,1.425e-02
398,52.8,-0.208,1.454e-02
399,52.9,-0.188,1.502e-02
400,53.1,-0.168,1.559e-02
401,53.2,-0.148,1.626e-02
402,53.3,-0.128,1.692e-02
403,53.5,-0.108,1.756e-02
404,53.6,-0.088,1.815e-02
405,53.7,-0.068,1.858e-02
406,53.9,-0.048,1.900e-02
407,54.0,-0.028,1.919e-02
408,54.1,-0.008,1.934e-02
409,54.3,0.012,1.940e-02
410,54.4,0.032,1.938e-02
411,54.5,0.052,1.935e-02
412,54.7,0.072,1.923e-02
413,54.8,0.092,1.904e-02
414,54.9,0.112,1.889e-02
415,55.1,0.132,1.873e-02
416,55.2,0.152,1.857e-02
417,55.3,0.172,1.837e-02
418,55.5,0.192,1.823e-02
419,55.6,0.212,1.808e-02
420,55.7,0.232,1.791e-02
421,55.9,0.252,1.784e-02
422,56.0,0.272,1.778e-02
423,56.1,0.292,1.772e-02
424,56.3,0.312,1.778e-02
425,56.4,0.332,1.784e-02
426,56.5,0.352,1.804e-02
427,56.7,0.372,1.837e-02
428,56.8,0.392,1.880e-02
429,56.9,0.412,1.939e-02
430,57.1,0.432,2.025e-02
431,57.2,0.452,2.125e-02
432,57.3,0.472,2.228e-02
433,57.5,0.491,2.367e-02
434,57.6,0.489,2.069e-02
435,57.7,0.469,1.605e-02
436,57.9,0.449,1.256e-02
437,58.0,0.429,9.924e-03
438,58.1,0.409,7.850e-03
439,58.3,0.389,6.208e-03
440,58.4,0.369,4.895e-03
441,58.5,0.349,3.834e-03
442,58.7,0.329,3.026e-03
443,58.8,0.309,2.317e-03
444,58.9,0.289,1.706e-03
445,59.1,0.269,1.143e-03
446,59.2,0.249,6.610e-04
447,59.3,0.229,2.907e-04
448,59.5,0.209,-3.529e-05
449,59.6,0.189,-3.613e-04
450,59.7,0.169,-6.968e-04
451,59.9,0.149,-1.002e-03
452,60.0,0.129,-1.309e-03
453,60.1,0.109,-1.581e-03
454,60.3,0.089,-1.870e-03
455,60.4,0.069,-2.133e-03
456,60.5,0.049,-2.426e-03
457,60.7,0.029,-2.630e-03
458,60.8,0.009,-2.902e-03
459,60.9,-0.011,-3.140e-03
460,61.1,-0.031,-3.409e-03
461,61.2,-0.051,-3.633e-03
462,61.3,-0.071,-3.897e-03
463,61.5,-0.091,-4.147e-03
464,61.6,-0.111,-4.446e-03
465,61.7,-0.131,-4.602e-03
466,61.9,-0.151,-4.997e-03
467,62.0,-0.171,-5.277e-03
468,62.1,-0.191,-5.653e-03
469,62.3,-0.211,-6.027e-03
470,62.4,-0.231,-6.511e-03
471,62.5,-0.251,-7.149e-03
472,62.7,-0.271,-7.977e-03
473,62.8,-0.291,-8.713e-03
474,62.9,-0.311,-9.284e-03
475,63.1,-0.331,-9.683e-03
476,63.2,-0.351,-1.010e-02
477,63.3,-0.371,-1.048e-02
478,63.5,-0.391,-1.090e-02
479,63.6,-0.411,-1.139e-02
480,63.7,-0.431,-1.191e-02
481,63.9,-0.451,-1.255e-02
482,64.0,-0.470,-1.320e-02
483,64.1,-0.490,-1.390e-02
484,64.3,-0.510,-1.463e-02
485,64.4,-0.530,-1.537e-02
486,64.5,-0.550,-1.622e-02
487,64.7,-0.570,-1.705e-02
488,64.8,-0.590,-1.787e-02
489,64.9,-0.610,-1.866e-02
490,65.1,-0.630,-1.951e-02
491,65.2,-0.650,-2.038e-02
492,65.3,-0.670,-2.122e-02
493,65.5,-0.690,-2.212e-02
494,65.6,-0.710,-2.304e-02
495,65.7,-0.730,-2.402e-02
496,65.9,-0.750,-2.499e-02
497,66.0,-0.770,-2.601e-02
498,66.1,-0.790,-2.714e-02
499,66.3,-0.810,-2.828e-02
500,66.4,-0.830,-2.951e-02
501,66.5,-0.850,-3.084e-02
502,66.7,-0.870,-3.239e-02
503,66.8,-0.890,-3.394e-02
504,66.9,-0.910,-3.573e-02
505,67.1,-0.930,-3.754e-02
506,67.2,-0.950,-3.950e-02
507,67.3,-0.970,-4.153e-02
508,67.5,-0.990,-4.343e-02
509,67.6,-1.010,-4.526e-02
510,67.7,-1.030,-4.698e-02
511,67.9,-1.050,-4.850e-02
512,68.0,-1.070,-4.989e-02
513,68.1,-1.090,-5.112e-02
514,68.3,-1.110,-5.205e-02
515,68.4,-1.130,-5.276e-02
516,68.5,-1.150,-5.324e-02
517,68.7,-1.170,-5.338e-02
518,68.8,-1.190,-5.344e-02
519,68.9,-1.210,-5.356e-02
520,69.1,-1.230,-5.361e-02
521,69.2,-1.250,-5.371e-02
522,69.3,-1.270,-5.392e-02
523,69.5,-1.290,-5.430e-02
524,69.6,-1.310,-5.469e-02
525,69.7,-1.330,-5.522e-02
526,69.9,-1.350,-5.582e-02
527,70.0,-1.370,-5.662e-02
528,70.1,-1.390,-5.736e-02
529,70.3,-1.410,-5.821e-02
530,70.4,-1.429,-5.902e-02
531,70.5,-1.449,-5.984e-02
532,70.7,-1.469,-6.079e-02
533,70.8,-1.489,-6.179e-02
534,70.9,-1.491,-5.763e-02
535,71.1,-1.471,-4.884e-02
536,71.2,-1.451,-4.161e-02
537,71.3,-1.431,-3.546e-02
538,71.5,-1.411,-3.029e-02
539,71.6,-1.391,-2.581e-02
540,71.7,-1.371,-2.194e-02
541,71.9,-1.351,-1.860e-02
542,72.0,-1.331,-1.572e-02
543,72.1,-1.311,-1.327e-02
544,72.3,-1.291,-1.115e-02
545,72.4,-1.271,-9.207e-03
546,72.5,-1.251,-7.525e-03
547,72.7,-1.231,-5.984e-03
548,72.8,-1.211,-4.620e-03
549,72.9,-1.191,-3.373e-03
550,73.1,-1.171,-2.201e-03
551,73.2,-1.151,-1.166e-03
552,73.3,-1.131,-1.549e-04
553,73.5,-1.111,7.748e-04
554,73.6,-1.091,1.664e-03
555,73.7,-1.071,2.397e-03
556,73.9,-1.051,3.189e-03
557,74.0,-1.031,3.932e-03
558,74.1,-1.011,4.645e-03
559,74.3,-0.991,5.358e-03
560,74.4,-0.971,6.066e-03
561,74.5,-0.951,6.710e-03
562,74.7,-0.931,7.354e-03
563,74.8,-0.911,8.021e-03
564,74.9,-0.891,8.680e-03
565,75.1,-0.871,9.287e-03
566,75.2,-0.851,9.901e-03
567,75.3,-0.831,1.051e-02
568,75.5,-0.811,1.108e-02
569,75.6,-0.791,1.163e-02
570,75.7,-0.771,1.216e-02
571,75.9,-0.751,1.260e-02
572,76.0,-0.731,1.308e-02
573,76.1,-0.711,1.345e-02
574,76.3,-0.691,1.379e-02
575,76.4,-0.671,1.414e-02
576,76.5,-0.651,1.439e-02
577,76.7,-0.631,1.462e-02
578,76.8,-0.611,1.476e-02
579,76.9,-0.592,1.492e-02
580,77.1,-0.572,1.506e-02
581,77.2,-0.552,1.507e-02
582,77.3,-0.532,1.511e-02
583,77.5,-0.512,1.512e-02
584,77.6,-0.492,1.509e-02
585,77.7,-0.472,1.505e-02
586,77.9,-0.452,1.504e-02
587,78.0,-0.432,1.500e-02
588,78.1,-0.412,1.502e-02
589,78.3,-0.392,1.499e-02
590,78.4,-0.372,1.505e-02
591,78.5,-0.352,1.506e-02
592,78.7,-0.332,1.514e-02
593,78.8,-0.312,1.519e-02
594,78.9,-0.292,1.533e-02
595,79.1,-0.272,1.548e-02
596,79.2,-0.252,1.561e-02
597,79.3,-0.232,1.578e-02
598,79.5,-0.212,1.595e-02
599,79.6,-0.192,1.630e-02
600,79.7,-0.172,1.669e-02
601,79.9,-0.152,1.717e-02
602,80.0,-0.132,1.780e-02
603,80.1,-0.112,1.836e-02
604,80.3,-0.092,1.900e-02
605,80.4,-0.072,1.947e-02
606,80.5,-0.052,1.989e-02
607,80.7,-0.032,2.024e-02
608,80.8,-0.012,2.048e-02
609,80.9,0.008,2.060e-02
610,81.1,0.028,2.066e-02
611,81.2,0.048,2.070e-02
612,81.3,0.068,2.065e-02
613,81.5,0.088,2.054e-02
614,81.6,0.108,2.043e-02
615,81.7,0.128,2.030e-02
616,81.9,0.148,2.014e-02
617,82.0,0.168,2.004e-02
618,82.1,0.188,1.988e-02
619,82.3,0.208,1.978e-02
620,82.4,0.228,1.962e-02
621,82.5,0.248,1.949e-02
622,82.7,0.268,1.945e-02
623,82.8,0.288,1.936e-02
624,82.9,0.308,1.937e-02
625,83.1,0.328,1.944e-02
626,83.2,0.348,1.959e-02
627,83.3,0.368,1.986e-02
628,83.5,0.388,2.024e-02
629,83.6,0.408,2.083e-02
630,83.7,0.428,2.169e-02
631,83.8,0.448,2.279e-02
632,84.0,0.468,2.381e-02
633,84.1,0.487,2.515e-02
634,84.2,0.492,2.354e-02
635,84.4,0.473,1.831e-02
636,84.5,0.453,1.446e-02
637,84.6,0.433,1.145e-02
638,84.8,0.413,9.092e-03
639,84.9,0.393,7.228e-03
640,85.0,0.373,5.676e-03
641,85.2,0.353,4.452e-03
642,85.3,0.333,3.420e-03
643,85.4,0.313,2.603e-03
644,85.6,0.293,1.894e-03
645,85.7,0.273,1.274e-03
646,85.8,0.253,7.199e-04
647,86.0,0.233,2.755e-04
648,86.1,0.213,-7.371e-05
649,86.2,0.193,-4.877e-04
650,86.4,0.173,-8.532e-04
651,86.5,0.153,-1.173e-03
652,86.6,0.133,-1.537e-03
653,86.8,0.113,-1.873e-03
654,86.9,0.093,-2.178e-03
655,87.0,0.073,-2.454e-03
656,87.2,0.053,-2.711e-03
657,87.3,0.033,-3.023e-03
658,87.4,0.013,-3.279e-03
659,87.6,-0.007,-3.525e-03
660,87.7,-0.027,-3.836e-03
661,87.8,-0.047,-4.144e-03
662,88.0,-0.067,-4.405e-03
663,88.1,-0.087,-4.668e-03
664,88.2,-0.107,-4.954e-03
665,88.4,-0.127,-5.288e-03
666,88.5,-0.147,-5.609e-03
667,88.6,-0.167,-5.886e-03
668,88.8,-0.187,-6.257e-03
669,88.9,-0.207,-6.616e-03
670,89.0,-0.227,-7.101e-03
671,89.2,-0.247,-7.658e-03
672,89.3,-0.267,-8.384e-03
673,89.4,-0.287,-9.112e-03
674,89.6,-0.307,-9.840e-03
675,89.7,-0.327,-1.042e-02
676,89.8,-0.347,-1.096e-02
677,90.0,-0.367,-1.154e-02
678,90.1,-0.387,-1.197e-02
679,90.2,-0.407,-1.242e-02
680,90.4,-0.427,-1.294e-02
681,90.5,-0.447,-1.349e-02
682,90.6,-0.467,-1.411e-02
683,90.8,-0.486,-1.479e-02
684,90.9,-0.506,-1.549e-02
685,91.0,-0.526,-1.632e-02
686,91.2,-0.546,-1.709e-02
687,91.3,-0.566,-1.789e-02
688,91.4,-0.586,-1.868e-02
689,91.6,-0.606,-1.955e-02
690,91.7,-0.626,-2.037e-02
691,91.8,-0.646,-2.121e-02
692,92.0,-0.666,-2.210e-02
693,92.1,-0.686,-2.298e-02
694,92.2,-0.706,-2.392e-02
695,92.4,-0.726,-2.479e-02
696,92.5,-0.746,-2.577e-02
697,92.6,-0.766,-2.683e-02
698,92.8,-0.786,-2.791e-02
699,92.9,-0.806,-2.894e-02
700,93.0,-0.826,-3.011e-02
701,93.2,-0.846,-3.141e-02
702,93.3,-0.866,-3.279e-02
703,93.4,-0.886,-3.432e-02
704,93.6,-0.906,-3.601e-02
705,93.7,-0.926,-3.772e-02
706,93.8,-0.946,-3.959e-02
707,94.0,-0.966,-4.149e-02
708,94.1,-0.986,-4.335e-02
709,94.2,-1.006,-4.502e-02
710,94.4,-1.026,-4.669e-02
711,94.5,-1.046,-4.816e-02
712,94.6,-1.066,-4.948e-02
713,94.8,-1.086,-5.065e-02
714,94.9,-1.106,-5.159e-02
715,95.0,-1.126,-5.229e-02
716,95.2,-1.146,-5.283e-02
717,95.3,-1.166,-5.322e-02
718,95.4,-1.186,-5.346e-02
719,95.6,-1.206,-5.375e-02
720,95.7,-1.226,-5.398e-02
721,95.8,-1.246,-5.422e-02
722,96.0,-1.266,-5.454e-02
723,96.1,-1.286,-5.498e-02
724,96.2,-1.306,-5.544e-02
725,96.4,-1.326,-5.607e-02
726,96.5,-1.346,-5.678e-02
727,96.6,-1.366,-5.764e-02
728,96.8,-1.386,-5.844e-02
729,96.9,-1.406,-5.941e-02
730,97.0,-1.426,-6.021e-02
731,97.2,-1.445,-6.106e-02
732,97.3,-1.465,-6.195e-02
733,97.4,-1.485,-6.298e-02
734,97.6,-1.494,-6.082e-02
735,97.7,-1.475,-5.207e-02
736,97.8,-1.455,-4.452e-02
737,98.0,-1.435,-3.797e-02
738,98.1,-1.415,-3.237e-02
739,98.2,-1.395,-2.754e-02
740,98.4,-1.375,-2.324e-02
741,98.5,-1.355,-1.947e-02
742,98.6,-1.335,-1.619e-02
743,98.8,-1.315,-1.334e-02
744,98.9,-1.295,-1.086e-02
745,99.0,-1.275,-8.759e-03
746,99.2,-1.255,-6.798e-03
747,99.3,-1.235,-4.970e-03
748,99.4,-1.215,-3.392e-03
749,99.6,-1.195,-1.907e-03
750,99.7,-1.175,-5.747e-04
751,99.8,-1.155,6.882e-04
752,100.0,-1.135,1.796e-03
753,100.1,-1.115,2.793e-03
754,100.2,-1.095,3.735e-03
755,100.4,-1.075,4.660e-03
756,100.5,-1.055,5.541e-03
757,100.6,-1.035,6.329e-03
