sep=,
File............:   - FEB;22.2023
System..........:  
Temperature.....:  -0.4+-0.0C
Time............:  17:30:00-17:33:32
Slewrate........:  100mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Cyclic voltammogram
Lines:   1060
Columns: 3
Number,Time/s,Potential/V,Current/A
180,35.7,-0.512,9.409e-03
181,35.9,-0.492,9.334e-03
182,36.1,-0.472,9.255e-03
183,36.3,-0.452,9.172e-03
184,36.5,-0.432,9.108e-03
185,36.7,-0.412,8.977e-03
186,36.9,-0.392,8.887e-03
187,37.1,-0.372,8.828e-03
188,37.3,-0.352,8.726e-03
189,37.5,-0.332,8.621e-03
190,37.7,-0.312,8.547e-03
191,37.9,-0.292,8.451e-03
192,38.1,-0.272,8.360e-03
193,38.3,-0.252,8.316e-03
194,38.5,-0.232,8.241e-03
195,38.7,-0.212,8.201e-03
196,38.9,-0.192,8.171e-03
197,39.1,-0.172,8.123e-03
198,39.3,-0.152,8.081e-03
199,39.5,-0.132,8.096e-03
200,39.7,-0.112,8.076e-03
201,39.9,-0.092,8.073e-03
202,40.1,-0.072,8.022e-03
203,40.3,-0.052,8.040e-03
204,40.5,-0.032,8.058e-03
205,40.7,-0.012,7.983e-03
206,40.9,0.008,7.997e-03
207,41.1,0.028,8.017e-03
208,41.3,0.048,7.998e-03
209,41.5,0.068,7.980e-03
210,41.7,0.088,7.980e-03
211,41.9,0.108,7.997e-03
212,42.1,0.128,8.012e-03
213,42.3,0.148,8.077e-03
214,42.5,0.168,8.142e-03
215,42.7,0.188,8.219e-03
216,42.9,0.208,8.340e-03
217,43.1,0.228,8.438e-03
218,43.3,0.248,8.516e-03
219,43.5,0.268,8.647e-03
220,43.7,0.288,8.845e-03
221,43.9,0.308,9.015e-03
222,44.1,0.328,9.287e-03
223,44.3,0.348,9.534e-03
224,44.5,0.368,9.880e-03
225,44.7,0.388,1.046e-02
226,44.9,0.408,1.131e-02
227,45.1,0.428,1.199e-02
228,45.3,0.448,1.265e-02
229,45.5,0.468,1.372e-02
230,45.7,0.488,1.568e-02
231,45.9,0.492,1.537e-02
232,46.1,0.472,1.145e-02
233,46.3,0.452,8.604e-03
234,46.5,0.432,6.711e-03
235,46.7,0.412,5.426e-03
236,46.9,0.392,4.464e-03
237,47.1,0.372,3.807e-03
238,47.3,0.352,3.265e-03
239,47.5,0.332,2.839e-03
240,47.7,0.312,2.467e-03
241,47.9,0.292,2.070e-03
242,48.1,0.272,1.715e-03
243,48.3,0.252,1.416e-03
244,48.5,0.232,1.160e-03
245,48.7,0.212,1.071e-03
246,48.9,0.192,9.407e-04
247,49.1,0.172,7.630e-04
248,49.3,0.152,6.028e-04
249,49.5,0.133,4.206e-04
250,49.7,0.113,2.825e-04
251,49.9,0.093,1.408e-04
252,50.1,0.073,-4.720e-05
253,50.3,0.053,-1.449e-04
254,50.5,0.033,-3.261e-04
255,50.7,0.013,-4.511e-04
256,50.9,-0.008,-6.192e-04
257,51.1,-0.028,-7.599e-04
258,51.3,-0.047,-8.776e-04
259,51.5,-0.067,-1.037e-03
260,51.7,-0.087,-1.189e-03
261,51.9,-0.107,-1.298e-03
262,52.1,-0.127,-1.447e-03
263,52.3,-0.147,-1.608e-03
264,52.5,-0.167,-1.752e-03
265,52.7,-0.187,-1.947e-03
266,52.9,-0.207,-2.104e-03
267,53.1,-0.227,-2.260e-03
268,53.3,-0.247,-2.475e-03
269,53.5,-0.267,-2.631e-03
270,53.7,-0.287,-2.883e-03
271,53.9,-0.307,-3.074e-03
272,54.1,-0.327,-3.351e-03
273,54.3,-0.347,-3.632e-03
274,54.5,-0.367,-3.881e-03
275,54.7,-0.387,-4.162e-03
276,54.9,-0.407,-4.466e-03
277,55.1,-0.427,-4.786e-03
278,55.3,-0.447,-5.127e-03
279,55.5,-0.467,-5.488e-03
280,55.7,-0.487,-5.849e-03
281,55.9,-0.507,-6.159e-03
282,56.1,-0.527,-6.542e-03
283,56.3,-0.547,-6.822e-03
284,56.5,-0.567,-7.220e-03
285,56.7,-0.587,-7.505e-03
286,56.9,-0.607,-7.811e-03
287,57.1,-0.627,-8.102e-03
288,57.3,-0.647,-8.361e-03
289,57.5,-0.667,-8.681e-03
290,57.7,-0.687,-8.922e-03
291,57.9,-0.707,-9.186e-03
292,58.1,-0.727,-9.418e-03
293,58.3,-0.747,-9.693e-03
294,58.5,-0.767,-9.914e-03
295,58.7,-0.787,-1.023e-02
296,58.9,-0.807,-1.053e-02
297,59.1,-0.827,-1.090e-02
298,59.3,-0.847,-1.131e-02
299,59.5,-0.867,-1.172e-02
300,59.7,-0.887,-1.210e-02
301,59.9,-0.907,-1.240e-02
302,60.1,-0.927,-1.262e-02
303,60.3,-0.947,-1.278e-02
304,60.5,-0.967,-1.296e-02
305,60.7,-0.987,-1.306e-02
306,60.9,-1.007,-1.320e-02
307,61.1,-1.027,-1.334e-02
308,61.3,-1.047,-1.353e-02
309,61.5,-1.067,-1.367e-02
310,61.7,-1.087,-1.386e-02
311,61.9,-1.107,-1.403e-02
312,62.1,-1.127,-1.418e-02
313,62.3,-1.147,-1.436e-02
314,62.5,-1.167,-1.450e-02
315,62.7,-1.187,-1.466e-02
316,62.9,-1.207,-1.481e-02
317,63.1,-1.227,-1.499e-02
318,63.3,-1.247,-1.516e-02
319,63.5,-1.267,-1.540e-02
320,63.7,-1.287,-1.566e-02
321,63.9,-1.307,-1.590e-02
322,64.1,-1.327,-1.619e-02
323,64.3,-1.347,-1.648e-02
324,64.5,-1.367,-1.680e-02
325,64.7,-1.387,-1.711e-02
326,64.9,-1.407,-1.753e-02
327,65.1,-1.427,-1.793e-02
328,65.3,-1.447,-1.839e-02
329,65.5,-1.467,-1.898e-02
330,65.7,-1.487,-1.973e-02
331,65.9,-1.493,-1.736e-02
332,66.1,-1.473,-1.146e-02
333,66.3,-1.453,-7.362e-03
334,66.5,-1.433,-4.303e-03
335,66.7,-1.413,-1.924e-03
336,66.9,-1.393,-5.195e-05
337,67.1,-1.373,1.408e-03
338,67.3,-1.353,2.670e-03
339,67.5,-1.333,3.612e-03
340,67.7,-1.313,4.435e-03
341,67.9,-1.293,5.172e-03
342,68.1,-1.273,5.759e-03
343,68.3,-1.253,6.350e-03
344,68.5,-1.233,6.826e-03
345,68.7,-1.213,7.291e-03
346,68.9,-1.193,7.676e-03
347,69.1,-1.173,8.026e-03
348,69.3,-1.153,8.345e-03
349,69.5,-1.133,8.677e-03
350,69.7,-1.113,8.991e-03
351,69.9,-1.093,9.250e-03
352,70.1,-1.073,9.514e-03
353,70.3,-1.053,9.715e-03
354,70.5,-1.033,9.910e-03
355,70.7,-1.013,1.009e-02
356,70.9,-0.993,1.031e-02
357,71.1,-0.973,1.046e-02
358,71.3,-0.953,1.064e-02
359,71.5,-0.933,1.081e-02
360,71.7,-0.913,1.095e-02
361,71.9,-0.893,1.109e-02
362,72.1,-0.873,1.119e-02
363,72.3,-0.853,1.130e-02
364,72.5,-0.833,1.137e-02
365,72.7,-0.813,1.146e-02
366,72.9,-0.794,1.155e-02
367,73.1,-0.774,1.162e-02
368,73.3,-0.754,1.170e-02
369,73.5,-0.734,1.170e-02
370,73.7,-0.714,1.168e-02
371,73.9,-0.694,1.164e-02
372,74.1,-0.674,1.159e-02
373,74.3,-0.654,1.149e-02
374,74.5,-0.634,1.145e-02
375,74.7,-0.614,1.137e-02
376,74.9,-0.594,1.129e-02
377,75.1,-0.574,1.121e-02
378,75.3,-0.554,1.118e-02
379,75.5,-0.534,1.107e-02
380,75.7,-0.514,1.098e-02
381,75.9,-0.494,1.084e-02
382,76.1,-0.474,1.077e-02
383,76.3,-0.454,1.067e-02
384,76.5,-0.434,1.056e-02
385,76.7,-0.414,1.045e-02
386,76.9,-0.394,1.033e-02
387,77.1,-0.374,1.020e-02
388,77.3,-0.354,1.008e-02
389,77.5,-0.334,9.923e-03
390,77.7,-0.314,9.844e-03
391,77.9,-0.294,9.682e-03
392,78.1,-0.274,9.568e-03
393,78.3,-0.254,9.451e-03
394,78.5,-0.234,9.310e-03
395,78.7,-0.214,9.196e-03
396,78.9,-0.194,9.047e-03
397,79.1,-0.174,8.934e-03
398,79.3,-0.154,8.792e-03
399,79.5,-0.134,8.660e-03
400,79.7,-0.114,8.564e-03
401,79.9,-0.094,8.433e-03
402,80.1,-0.074,8.321e-03
403,80.3,-0.054,8.250e-03
404,80.5,-0.034,8.177e-03
405,80.7,-0.014,8.070e-03
406,80.9,0.006,8.012e-03
407,81.1,0.026,7.924e-03
408,81.3,0.046,7.877e-03
409,81.5,0.066,7.866e-03
410,81.7,0.086,7.836e-03
411,81.9,0.106,7.841e-03
412,82.1,0.126,7.828e-03
413,82.3,0.146,7.889e-03
414,82.5,0.166,7.993e-03
415,82.7,0.186,8.080e-03
416,82.9,0.206,8.213e-03
417,83.1,0.226,8.301e-03
418,83.3,0.246,8.492e-03
419,83.5,0.266,8.681e-03
420,83.7,0.286,8.857e-03
421,83.9,0.306,9.056e-03
422,84.1,0.326,9.346e-03
423,84.3,0.346,9.638e-03
424,84.5,0.366,1.000e-02
425,84.7,0.386,1.058e-02
426,84.9,0.406,1.150e-02
427,85.1,0.426,1.221e-02
428,85.3,0.446,1.290e-02
429,85.5,0.466,1.398e-02
430,85.7,0.486,1.596e-02
431,85.9,0.493,1.628e-02
432,86.1,0.474,1.227e-02
433,86.3,0.454,9.226e-03
434,86.5,0.434,7.173e-03
435,86.7,0.414,5.816e-03
436,86.9,0.394,4.786e-03
437,87.1,0.374,4.106e-03
438,87.3,0.354,3.505e-03
439,87.5,0.334,3.054e-03
440,87.7,0.314,2.650e-03
441,87.9,0.294,2.278e-03
442,88.1,0.274,1.915e-03
443,88.3,0.254,1.544e-03
444,88.5,0.234,1.273e-03
445,88.7,0.214,1.211e-03
446,88.9,0.194,1.116e-03
447,89.1,0.174,9.499e-04
448,89.3,0.154,7.496e-04
449,89.5,0.135,5.479e-04
450,89.7,0.115,3.817e-04
451,89.9,0.095,1.469e-04
452,90.1,0.075,4.239e-05
453,90.3,0.055,-9.060e-05
454,90.5,0.035,-2.391e-04
455,90.7,0.015,-4.165e-04
456,90.9,-0.006,-6.012e-04
457,91.1,-0.026,-7.054e-04
458,91.3,-0.046,-8.776e-04
459,91.5,-0.065,-1.017e-03
460,91.7,-0.085,-1.143e-03
461,91.9,-0.105,-1.323e-03
462,92.1,-0.125,-1.461e-03
463,92.3,-0.145,-1.636e-03
464,92.5,-0.165,-1.789e-03
465,92.7,-0.185,-1.941e-03
466,92.9,-0.205,-2.084e-03
467,93.1,-0.225,-2.294e-03
468,93.3,-0.245,-2.478e-03
469,93.5,-0.265,-2.646e-03
470,93.7,-0.285,-2.858e-03
471,93.9,-0.305,-3.059e-03
472,94.1,-0.325,-3.242e-03
473,94.3,-0.345,-3.476e-03
474,94.5,-0.365,-3.699e-03
475,94.7,-0.385,-3.891e-03
476,94.9,-0.405,-4.086e-03
477,95.1,-0.425,-4.349e-03
478,95.3,-0.445,-4.537e-03
479,95.5,-0.465,-4.843e-03
480,95.7,-0.485,-5.035e-03
481,95.9,-0.505,-5.343e-03
482,96.1,-0.525,-5.567e-03
483,96.3,-0.545,-5.806e-03
484,96.5,-0.565,-6.064e-03
485,96.7,-0.585,-6.322e-03
486,96.9,-0.605,-6.541e-03
487,97.1,-0.625,-6.794e-03
488,97.3,-0.645,-7.031e-03
489,97.5,-0.665,-7.271e-03
490,97.7,-0.685,-7.529e-03
491,97.9,-0.705,-7.774e-03
492,98.1,-0.725,-7.986e-03
493,98.3,-0.745,-8.243e-03
494,98.5,-0.765,-8.484e-03
495,98.7,-0.785,-8.760e-03
496,98.9,-0.805,-9.019e-03
497,99.1,-0.825,-9.331e-03
498,99.3,-0.845,-9.621e-03
499,99.5,-0.865,-9.969e-03
500,99.7,-0.885,-1.022e-02
501,99.9,-0.905,-1.051e-02
502,100.1,-0.925,-1.073e-02
503,100.3,-0.945,-1.099e-02
504,100.5,-0.965,-1.128e-02
505,100.7,-0.985,-1.160e-02
506,100.9,-1.005,-1.190e-02
507,101.0,-1.025,-1.218e-02
508,101.2,-1.045,-1.246e-02
509,101.4,-1.065,-1.275e-02
510,101.6,-1.085,-1.298e-02
511,101.8,-1.105,-1.324e-02
512,102.0,-1.125,-1.347e-02
513,102.2,-1.145,-1.365e-02
514,102.4,-1.165,-1.389e-02
515,102.6,-1.185,-1.406e-02
516,102.8,-1.205,-1.423e-02
517,103.0,-1.225,-1.445e-02
518,103.2,-1.245,-1.467e-02
519,103.4,-1.265,-1.491e-02
520,103.6,-1.285,-1.513e-02
521,103.8,-1.305,-1.540e-02
522,104.0,-1.325,-1.575e-02
523,104.2,-1.345,-1.601e-02
524,104.4,-1.365,-1.631e-02
525,104.6,-1.385,-1.660e-02
526,104.8,-1.405,-1.696e-02
527,105.0,-1.425,-1.739e-02
528,105.2,-1.445,-1.785e-02
529,105.4,-1.465,-1.841e-02
530,105.6,-1.485,-1.907e-02
531,105.8,-1.494,-1.735e-02
532,106.0,-1.475,-1.135e-02
533,106.2,-1.455,-7.187e-03
534,106.4,-1.435,-4.050e-03
535,106.6,-1.415,-1.620e-03
536,106.8,-1.395,2.629e-04
537,107.0,-1.375,1.781e-03
538,107.2,-1.355,2.960e-03
539,107.4,-1.335,3.960e-03
540,107.6,-1.315,4.768e-03
541,107.8,-1.295,5.505e-03
542,108.0,-1.275,6.149e-03
543,108.2,-1.255,6.687e-03
544,108.4,-1.235,7.195e-03
545,108.6,-1.215,7.619e-03
546,108.8,-1.195,8.028e-03
547,109.0,-1.175,8.417e-03
548,109.2,-1.155,8.747e-03
549,109.4,-1.135,9.024e-03
550,109.6,-1.115,9.333e-03
551,109.8,-1.095,9.602e-03
552,110.0,-1.075,9.841e-03
553,110.2,-1.055,1.007e-02
554,110.4,-1.035,1.029e-02
555,110.6,-1.015,1.049e-02
556,110.8,-0.995,1.067e-02
557,111.0,-0.975,1.086e-02
558,111.2,-0.955,1.104e-02
559,111.4,-0.935,1.120e-02
560,111.6,-0.915,1.131e-02
561,111.8,-0.895,1.149e-02
562,112.0,-0.875,1.161e-02
563,112.2,-0.855,1.167e-02
564,112.4,-0.835,1.176e-02
565,112.6,-0.815,1.190e-02
566,112.8,-0.795,1.199e-02
567,113.0,-0.776,1.209e-02
568,113.2,-0.756,1.215e-02
569,113.4,-0.736,1.219e-02
570,113.6,-0.716,1.221e-02
571,113.8,-0.696,1.214e-02
572,114.0,-0.676,1.210e-02
573,114.2,-0.656,1.204e-02
574,114.4,-0.636,1.201e-02
575,114.6,-0.616,1.190e-02
576,114.8,-0.596,1.186e-02
577,115.0,-0.576,1.176e-02
578,115.2,-0.556,1.169e-02
579,115.4,-0.536,1.160e-02
580,115.6,-0.516,1.156e-02
581,115.8,-0.496,1.147e-02
582,116.0,-0.476,1.136e-02
583,116.2,-0.456,1.125e-02
584,116.4,-0.436,1.116e-02
585,116.6,-0.416,1.100e-02
586,116.8,-0.396,1.089e-02
587,117.0,-0.376,1.076e-02
588,117.2,-0.356,1.062e-02
589,117.4,-0.336,1.048e-02
590,117.6,-0.316,1.032e-02
591,117.8,-0.296,1.020e-02
592,118.0,-0.276,1.002e-02
593,118.2,-0.256,9.892e-03
594,118.4,-0.236,9.740e-03
595,118.6,-0.216,9.602e-03
596,118.8,-0.196,9.481e-03
597,119.0,-0.176,9.350e-03
598,119.2,-0.156,9.217e-03
599,119.4,-0.136,9.054e-03
600,119.6,-0.116,8.949e-03
601,119.8,-0.096,8.787e-03
602,120.0,-0.076,8.665e-03
603,120.2,-0.056,8.577e-03
604,120.4,-0.036,8.441e-03
605,120.6,-0.016,8.358e-03
606,120.8,0.004,8.260e-03
607,121.0,0.024,8.182e-03
608,121.2,0.044,8.078e-03
609,121.4,0.064,8.033e-03
610,121.6,0.084,7.978e-03
611,121.8,0.104,7.961e-03
612,122.0,0.124,7.972e-03
613,122.2,0.144,8.030e-03
614,122.4,0.164,8.114e-03
615,122.6,0.184,8.167e-03
616,122.8,0.204,8.267e-03
617,123.0,0.224,8.397e-03
618,123.2,0.244,8.528e-03
619,123.4,0.264,8.657e-03
620,123.6,0.284,8.876e-03
621,123.8,0.304,9.078e-03
622,124.0,0.324,9.324e-03
623,124.2,0.344,9.600e-03
624,124.4,0.364,1.001e-02
625,124.6,0.384,1.054e-02
626,124.8,0.404,1.149e-02
627,125.0,0.424,1.224e-02
628,125.2,0.444,1.296e-02
629,125.4,0.464,1.398e-02
630,125.6,0.484,1.593e-02
631,125.8,0.494,1.680e-02
632,126.0,0.476,1.280e-02
633,126.2,0.456,9.601e-03
634,126.4,0.436,7.437e-03
635,126.6,0.416,5.959e-03
636,126.8,0.396,4.940e-03
637,127.0,0.376,4.203e-03
638,127.2,0.356,3.636e-03
639,127.4,0.336,3.135e-03
640,127.6,0.316,2.744e-03
641,127.8,0.296,2.341e-03
642,128.0,0.276,1.976e-03
643,128.2,0.256,1.598e-03
644,128.4,0.236,1.291e-03
645,128.6,0.216,1.224e-03
646,128.8,0.196,1.145e-03
647,129.0,0.176,9.881e-04
648,129.2,0.156,8.071e-04
649,129.4,0.136,5.949e-04
650,129.6,0.117,4.324e-04
651,129.8,0.097,2.746e-04
652,130.0,0.077,9.352e-05
653,130.2,0.057,-7.504e-05
654,130.4,0.037,-2.473e-04
655,130.6,0.017,-3.991e-04
656,130.8,-0.004,-5.329e-04
657,131.0,-0.024,-6.864e-04
658,131.2,-0.044,-8.203e-04
659,131.4,-0.063,-1.012e-03
660,131.6,-0.083,-1.139e-03
661,131.8,-0.103,-1.324e-03
662,132.0,-0.123,-1.464e-03
663,132.2,-0.143,-1.584e-03
664,132.4,-0.163,-1.778e-03
665,132.6,-0.183,-1.961e-03
666,132.8,-0.203,-2.119e-03
667,133.0,-0.223,-2.268e-03
668,133.2,-0.243,-2.458e-03
669,133.4,-0.263,-2.643e-03
670,133.6,-0.283,-2.883e-03
671,133.8,-0.303,-3.061e-03
672,134.0,-0.323,-3.244e-03
673,134.2,-0.343,-3.513e-03
674,134.4,-0.363,-3.685e-03
675,134.6,-0.383,-3.906e-03
676,134.8,-0.403,-4.142e-03
677,135.0,-0.423,-4.404e-03
678,135.2,-0.443,-4.618e-03
679,135.4,-0.463,-4.855e-03
680,135.6,-0.483,-5.073e-03
681,135.8,-0.503,-5.336e-03
682,136.0,-0.523,-5.615e-03
683,136.2,-0.543,-5.838e-03
684,136.4,-0.563,-6.088e-03
685,136.6,-0.583,-6.283e-03
686,136.8,-0.603,-6.523e-03
687,137.0,-0.623,-6.806e-03
688,137.2,-0.643,-7.034e-03
689,137.4,-0.663,-7.299e-03
690,137.6,-0.683,-7.541e-03
691,137.8,-0.703,-7.798e-03
692,138.0,-0.723,-8.027e-03
693,138.2,-0.743,-8.271e-03
694,138.4,-0.763,-8.479e-03
695,138.6,-0.783,-8.779e-03
696,138.8,-0.803,-9.036e-03
697,139.0,-0.823,-9.320e-03
698,139.2,-0.843,-9.599e-03
699,139.4,-0.863,-9.917e-03
700,139.6,-0.883,-1.020e-02
701,139.8,-0.903,-1.051e-02
702,140.0,-0.923,-1.072e-02
703,140.2,-0.943,-1.098e-02
704,140.4,-0.963,-1.132e-02
705,140.6,-0.983,-1.163e-02
706,140.8,-1.003,-1.196e-02
707,141.0,-1.023,-1.224e-02
708,141.2,-1.043,-1.252e-02
709,141.4,-1.063,-1.278e-02
710,141.6,-1.083,-1.305e-02
711,141.8,-1.103,-1.328e-02
712,142.0,-1.123,-1.351e-02
713,142.2,-1.143,-1.374e-02
714,142.4,-1.163,-1.390e-02
715,142.6,-1.183,-1.407e-02
716,142.8,-1.203,-1.426e-02
717,143.0,-1.223,-1.448e-02
718,143.2,-1.243,-1.465e-02
719,143.4,-1.263,-1.486e-02
720,143.6,-1.283,-1.511e-02
721,143.8,-1.303,-1.538e-02
722,144.0,-1.323,-1.564e-02
723,144.2,-1.343,-1.594e-02
724,144.4,-1.363,-1.620e-02
725,144.6,-1.383,-1.655e-02
726,144.8,-1.403,-1.686e-02
727,145.0,-1.423,-1.721e-02
728,145.2,-1.443,-1.764e-02
729,145.4,-1.463,-1.815e-02
730,145.6,-1.483,-1.877e-02
731,145.8,-1.494,-1.761e-02
732,146.0,-1.477,-1.168e-02
733,146.2,-1.457,-7.348e-03
734,146.4,-1.437,-4.196e-03
735,146.6,-1.417,-1.700e-03
736,146.8,-1.397,2.413e-04
737,147.0,-1.377,1.766e-03
738,147.2,-1.357,2.988e-03
739,147.4,-1.337,3.969e-03
740,147.6,-1.317,4.840e-03
741,147.8,-1.297,5.573e-03
742,148.0,-1.277,6.201e-03
743,148.2,-1.257,6.773e-03
744,148.4,-1.237,7.265e-03
745,148.6,-1.217,7.738e-03
746,148.8,-1.197,8.114e-03
747,149.0,-1.177,8.469e-03
748,149.2,-1.157,8.853e-03
749,149.4,-1.137,9.137e-03
750,149.6,-1.117,9.441e-03
751,149.8,-1.097,9.700e-03
752,150.0,-1.077,9.967e-03
753,150.2,-1.057,1.017e-02
754,150.4,-1.037,1.041e-02
755,150.6,-1.017,1.063e-02
756,150.8,-0.997,1.081e-02
757,151.0,-0.977,1.099e-02
758,151.2,-0.957,1.116e-02
759,151.4,-0.937,1.133e-02
760,151.6,-0.917,1.149e-02
761,151.8,-0.897,1.161e-02
762,152.0,-0.877,1.174e-02
763,152.2,-0.857,1.186e-02
764,152.4,-0.837,1.197e-02
