ACM Instruments v4 analysis (01/mar./2023 15:46)

File name,C:\Data\ELL\MnO2_sintetizado\MnO2_600mV_sint,
Test type,Cyclic sweep,
Instrument serial number,901,
Physical channel,3,
Sequence number,1,
ZRA Number,n/a,
Time and Date,15:43:15 01/mar./2023,
Data points,169,
Area (cm²),1,
Rest Potential (mV),Not recorded,
Metal,Mild Steel,
Metal factor,1159,
LPR (Ohm.cm²),24.863,
Ba (mV),120,
Bc (mV),120,
Icorr (mA/cm²),1.0492,
Corrosion Rate (mm/year),12.16,
Corrosion rate (mils/yr),478.75,
Intercept (mA/cm²),0,
Intercept corrosion rate (mm/year),0,
Intercept corrosion rate (mils/yr),0,
IR Compensation value (Ohm.cm²),N/A,
,
Current (mA/cm²),Potential (mV),Time (Sec),
-8.8185,-514.5,128.29,
-10.518,-632.44,129.1,
-12.188,-750.43,129.97,
-14.842,-870.51,130.79,
-17.507,-986.92,131.6,
-19.877,-1106.3,132.47,
-20.38,-1226.2,133.29,
-20.541,-1342.9,134.1,
,,134.32,
,
